region,semana,paso,nom_comuna,comuna,fecha_inicio,fecha_termino,var_salidas,var_salidas_cota_inferior,var_salidas_cota_superior
8,40,3.0,NACIMIENTO,8306,2020-10-10,2020-10-11,0.9009664356914876,0.9009664356914876,0.9009664356914876
8,41,3.0,NACIMIENTO,8306,2020-10-17,2020-10-18,0.8904018439200735,0.8904018439200735,0.8904018439200735
8,42,3.0,NACIMIENTO,8306,2020-10-24,2020-10-25,0.8971244722567057,0.8971244722567057,0.8971244722567057
8,43,3.0,NACIMIENTO,8306,2020-11-01,2020-11-01,0.9000713591030003,0.9000713591030003,0.9000713591030003
8,44,3.0,NACIMIENTO,8306,2020-11-07,2020-11-08,0.9360528894329404,0.9360528894329404,0.9360528894329404
8,45,3.0,NACIMIENTO,8306,2020-11-14,2020-11-15,0.7456967621971384,0.7441446970345711,0.7472488273597058
8,46,2.0,NACIMIENTO,8306,2020-11-21,2020-11-22,0.7194373475471921,0.7164201658451561,0.7224545292492282
8,47,2.0,NACIMIENTO,8306,2020-11-28,2020-11-29,0.7666452511107202,0.7461250206909579,0.7871654815304825
8,48,2.0,NACIMIENTO,8306,2020-12-05,2020-12-06,0.7279485402132988,0.715506170311439,0.7403909101151587
8,49,2.0,NACIMIENTO,8306,2020-12-12,2020-12-13,0.761457637842653,0.6809266726191469,0.8419886030661591
8,50,2.0,NACIMIENTO,8306,2020-12-19,2020-12-20,0.7108750538469077,0.7108750538469077,0.7108750538469077
8,51,2.0,NACIMIENTO,8306,2020-12-26,2020-12-27,0.7605851070680891,0.7287591055503353,0.7924111085858428
8,52,2.0,NACIMIENTO,8306,2021-01-02,2021-01-03,0.7193749484520697,0.6525928110739206,0.7861570858302187
8,53,2.0,NACIMIENTO,8306,2021-01-09,2021-01-10,0.7361453009072172,0.7123071859434297,0.7599834158710048
8,54,2.0,NACIMIENTO,8306,2021-01-16,2021-01-17,0.7341015929003378,0.7226658019922221,0.7455373838084535
8,55,2.0,NACIMIENTO,8306,2021-01-23,2021-01-24,0.7456442866824282,0.7423167059671371,0.7489718673977193
8,56,1.0,NACIMIENTO,8306,2021-01-30,2021-01-31,0.7506674593679517,0.7506674593679517,0.7506674593679517
8,57,1.0,NACIMIENTO,8306,2021-02-06,2021-02-07,0.7628461522543768,0.7497810028258257,0.7759113016829279
8,58,1.0,NACIMIENTO,8306,2021-02-13,2021-02-14,0.7955344113995011,0.7389653890101748,0.8521034337888274
8,59,2.0,NACIMIENTO,8306,2021-02-20,2021-02-21,0.8054455997018419,0.7185528220904958,0.8923383773131881
8,60,2.0,NACIMIENTO,8306,2021-02-27,2021-02-28,0.7964073173735517,0.7903014714872783,0.8025131632598254
8,61,2.0,NACIMIENTO,8306,2021-03-06,2021-03-07,0.7863737019010647,0.7863737019010647,0.7863737019010647
8,62,3.0,NACIMIENTO,8306,2021-03-13,2021-03-14,0.8330035014334741,0.8330035014334741,0.8330035014334741
8,63,3.0,NACIMIENTO,8306,2021-03-20,2021-03-21,0.8153801608423338,0.8153801608423338,0.8153801608423338
8,64,3.0,NACIMIENTO,8306,2021-03-27,2021-03-28,0.6468072016871051,0.6468072016871051,0.6468072016871051
8,66,1.0,NACIMIENTO,8306,2021-04-10,2021-04-11,0.7490989549058622,0.7490989549058622,0.7490989549058622
