Region,Codigo region,Poblacion,fecha,numero
Coquimbo,04,836096,2021-07-25,2412
Valparaíso,05,1960170,2021-07-25,4843
Metropolitana,13,8125072,2021-07-25,19709
O’Higgins,06,991063,2021-07-25,2621
Maule,07,1131939,2021-07-25,3202
Ñuble,16,511551,2021-07-25,1529
Biobío,08,1663696,2021-07-25,6363
Araucanía,09,1014343,2021-07-25,2247
Los Ríos,14,405835,2021-07-25,1938
Los Lagos,10,891440,2021-07-25,3981
Aysén,11,107297,2021-07-25,516
Magallanes,12,178362,2021-07-25,836
Arica y Parinacota,15,252110,2021-07-26,1386
Tarapacá,01,382773,2021-07-26,2010
Antofagasta,02,691854,2021-07-26,4074
Atacama,03,314709,2021-07-26,1453
Coquimbo,04,836096,2021-07-26,2451
Valparaíso,05,1960170,2021-07-26,4263
Metropolitana,13,8125072,2021-07-26,15791
O’Higgins,06,991063,2021-07-26,1858
Maule,07,1131939,2021-07-26,3151
Ñuble,16,511551,2021-07-26,1470
Biobío,08,1663696,2021-07-26,5476
Araucanía,09,1014343,2021-07-26,2551
Los Ríos,14,405835,2021-07-26,1169
Los Lagos,10,891440,2021-07-26,3753
Aysén,11,107297,2021-07-26,355
Magallanes,12,178362,2021-07-26,555
Arica y Parinacota,15,252110,2021-07-27,842
Tarapacá,01,382773,2021-07-27,1260
Antofagasta,02,691854,2021-07-27,3908
Atacama,03,314709,2021-07-27,681
Coquimbo,04,836096,2021-07-27,1113
Valparaíso,05,1960170,2021-07-27,2070
Metropolitana,13,8125072,2021-07-27,9174
O’Higgins,06,991063,2021-07-27,689
Maule,07,1131939,2021-07-27,892
Ñuble,16,511551,2021-07-27,749
Biobío,08,1663696,2021-07-27,2931
Araucanía,09,1014343,2021-07-27,1233
Los Ríos,14,405835,2021-07-27,791
Los Lagos,10,891440,2021-07-27,2015
Aysén,11,107297,2021-07-27,215
Magallanes,12,178362,2021-07-27,382
Arica y Parinacota,15,252110,2021-07-28,830
Tarapacá,01,382773,2021-07-28,964
Antofagasta,02,691854,2021-07-28,1321
Atacama,03,314709,2021-07-28,487
Coquimbo,04,836096,2021-07-28,865
Valparaíso,05,1960170,2021-07-28,2484
Metropolitana,13,8125072,2021-07-28,10479
O’Higgins,06,991063,2021-07-28,723
Maule,07,1131939,2021-07-28,937
Ñuble,16,511551,2021-07-28,680
Biobío,08,1663696,2021-07-28,3802
Araucanía,09,1014343,2021-07-28,1121
Los Ríos,14,405835,2021-07-28,696
Los Lagos,10,891440,2021-07-28,1948
Aysén,11,107297,2021-07-28,297
Magallanes,12,178362,2021-07-28,421
Arica y Parinacota,15,252110,2021-07-29,1469
Tarapacá,01,382773,2021-07-29,2194
Antofagasta,02,691854,2021-07-29,3326
Atacama,03,314709,2021-07-29,2087
Coquimbo,04,836096,2021-07-29,2439
Valparaíso,05,1960170,2021-07-29,5304
Metropolitana,13,8125072,2021-07-29,19831
O’Higgins,06,991063,2021-07-29,2156
Maule,07,1131939,2021-07-29,3395
Ñuble,16,511551,2021-07-29,1727
Biobío,08,1663696,2021-07-29,7289
Araucanía,09,1014343,2021-07-29,2723
Los Ríos,14,405835,2021-07-29,1773
Los Lagos,10,891440,2021-07-29,4867
Aysén,11,107297,2021-07-29,531
Magallanes,12,178362,2021-07-29,743
Arica y Parinacota,15,252110,2021-07-30,1108
Tarapacá,01,382773,2021-07-30,1365
Antofagasta,02,691854,2021-07-30,1871
Atacama,03,314709,2021-07-30,1597
Coquimbo,04,836096,2021-07-30,2458
Valparaíso,05,1960170,2021-07-30,5451
Metropolitana,13,8125072,2021-07-30,19510
O’Higgins,06,991063,2021-07-30,2574
Maule,07,1131939,2021-07-30,2971
Ñuble,16,511551,2021-07-30,1739
Biobío,08,1663696,2021-07-30,6388
Araucanía,09,1014343,2021-07-30,2705
Los Ríos,14,405835,2021-07-30,1961
Los Lagos,10,891440,2021-07-30,4502
Aysén,11,107297,2021-07-30,439
Magallanes,12,178362,2021-07-30,689
Arica y Parinacota,15,252110,2021-07-31,1179
Tarapacá,01,382773,2021-07-31,1127
Antofagasta,02,691854,2021-07-31,2067
Atacama,03,314709,2021-07-31,1053
Coquimbo,04,836096,2021-07-31,1447
Valparaíso,05,1960170,2021-07-31,5312
Metropolitana,13,8125072,2021-07-31,18810
O’Higgins,06,991063,2021-07-31,2445
Maule,07,1131939,2021-07-31,3217
Ñuble,16,511551,2021-07-31,1645
Biobío,08,1663696,2021-07-31,6011
Araucanía,09,1014343,2021-07-31,2966
Los Ríos,14,405835,2021-07-31,1983
Los Lagos,10,891440,2021-07-31,4084
Aysén,11,107297,2021-07-31,404
Magallanes,12,178362,2021-07-31,1102
Arica y Parinacota,15,252110,2021-08-01,1057
Tarapacá,01,382773,2021-08-01,1196
Antofagasta,02,691854,2021-08-01,2960
Atacama,03,314709,2021-08-01,1819
Coquimbo,04,836096,2021-08-01,2903
Valparaíso,05,1960170,2021-08-01,4969
Metropolitana,13,8125072,2021-08-01,19356
O’Higgins,06,991063,2021-08-01,2718
Maule,07,1131939,2021-08-01,3340
Ñuble,16,511551,2021-08-01,1619
Biobío,08,1663696,2021-08-01,7325
Araucanía,09,1014343,2021-08-01,2972
Los Ríos,14,405835,2021-08-01,1792
Los Lagos,10,891440,2021-08-01,4148
Aysén,11,107297,2021-08-01,418
Magallanes,12,178362,2021-08-01,783
Arica y Parinacota,15,252110,2021-08-02,1340
Tarapacá,01,382773,2021-08-02,1969
Antofagasta,02,691854,2021-08-02,4355
Atacama,03,314709,2021-08-02,1433
Coquimbo,04,836096,2021-08-02,2557
Valparaíso,05,1960170,2021-08-02,4093
Metropolitana,13,8125072,2021-08-02,18062
O’Higgins,06,991063,2021-08-02,2328
Maule,07,1131939,2021-08-02,2769
Ñuble,16,511551,2021-08-02,1621
Biobío,08,1663696,2021-08-02,6023
Araucanía,09,1014343,2021-08-02,2774
Los Ríos,14,405835,2021-08-02,1237
Los Lagos,10,891440,2021-08-02,4096
Aysén,11,107297,2021-08-02,365
Magallanes,12,178362,2021-08-02,974
Arica y Parinacota,15,252110,2021-08-03,750
Tarapacá,01,382773,2021-08-03,1259
Antofagasta,02,691854,2021-08-03,4215
Atacama,03,314709,2021-08-03,1122
Coquimbo,04,836096,2021-08-03,1195
Valparaíso,05,1960170,2021-08-03,1858
Metropolitana,13,8125072,2021-08-03,8699
O’Higgins,06,991063,2021-08-03,973
Maule,07,1131939,2021-08-03,738
Ñuble,16,511551,2021-08-03,547
Biobío,08,1663696,2021-08-03,2721
Araucanía,09,1014343,2021-08-03,1276
Los Ríos,14,405835,2021-08-03,675
Los Lagos,10,891440,2021-08-03,1489
Aysén,11,107297,2021-08-03,223
Magallanes,12,178362,2021-08-03,343
Arica y Parinacota,15,252110,2021-08-04,557
Tarapacá,01,382773,2021-08-04,957
Antofagasta,02,691854,2021-08-04,1309
Atacama,03,314709,2021-08-04,329
Coquimbo,04,836096,2021-08-04,825
Valparaíso,05,1960170,2021-08-04,2062
Metropolitana,13,8125072,2021-08-04,11649
O’Higgins,06,991063,2021-08-04,702
Maule,07,1131939,2021-08-04,893
Ñuble,16,511551,2021-08-04,506
Biobío,08,1663696,2021-08-04,3815
Araucanía,09,1014343,2021-08-04,950
Los Ríos,14,405835,2021-08-04,606
Los Lagos,10,891440,2021-08-04,2027
Aysén,11,107297,2021-08-04,255
Magallanes,12,178362,2021-08-04,444
Arica y Parinacota,15,252110,2021-08-05,1279
Tarapacá,01,382773,2021-08-05,1737
Antofagasta,02,691854,2021-08-05,3050
Atacama,03,314709,2021-08-05,2167
Coquimbo,04,836096,2021-08-05,2446
Valparaíso,05,1960170,2021-08-05,5327
Metropolitana,13,8125072,2021-08-05,21049
O’Higgins,06,991063,2021-08-05,2063
Maule,07,1131939,2021-08-05,3126
Ñuble,16,511551,2021-08-05,1340
Biobío,08,1663696,2021-08-05,7761
Araucanía,09,1014343,2021-08-05,2259
Los Ríos,14,405835,2021-08-05,1341
Los Lagos,10,891440,2021-08-05,4843
Aysén,11,107297,2021-08-05,418
Magallanes,12,178362,2021-08-05,806
Arica y Parinacota,15,252110,2021-08-06,1161
Tarapacá,01,382773,2021-08-06,1795
Antofagasta,02,691854,2021-08-06,2170
Atacama,03,314709,2021-08-06,1272
Coquimbo,04,836096,2021-08-06,2253
Valparaíso,05,1960170,2021-08-06,5129
Metropolitana,13,8125072,2021-08-06,18496
O’Higgins,06,991063,2021-08-06,2555
Maule,07,1131939,2021-08-06,3001
Ñuble,16,511551,2021-08-06,1440
Biobío,08,1663696,2021-08-06,6752
Araucanía,09,1014343,2021-08-06,2543
Los Ríos,14,405835,2021-08-06,1344
Los Lagos,10,891440,2021-08-06,4325
Aysén,11,107297,2021-08-06,391
Magallanes,12,178362,2021-08-06,737
Arica y Parinacota,15,252110,2021-08-07,1360
Tarapacá,01,382773,2021-08-07,1395
Antofagasta,02,691854,2021-08-07,1848
Atacama,03,314709,2021-08-07,1439
Coquimbo,04,836096,2021-08-07,2393
Valparaíso,05,1960170,2021-08-07,4979
Metropolitana,13,8125072,2021-08-07,20219
O’Higgins,06,991063,2021-08-07,1958
Maule,07,1131939,2021-08-07,3283
Ñuble,16,511551,2021-08-07,1307
Biobío,08,1663696,2021-08-07,7713
Araucanía,09,1014343,2021-08-07,2777
Los Ríos,14,405835,2021-08-07,1579
Los Lagos,10,891440,2021-08-07,5082
Aysén,11,107297,2021-08-07,420
Magallanes,12,178362,2021-08-07,607
Arica y Parinacota,15,252110,2021-08-08,1276
Tarapacá,01,382773,2021-08-08,1512
Antofagasta,02,691854,2021-08-08,2281
Atacama,03,314709,2021-08-08,1462
Coquimbo,04,836096,2021-08-08,2127
Valparaíso,05,1960170,2021-08-08,4708
Metropolitana,13,8125072,2021-08-08,18957
O’Higgins,06,991063,2021-08-08,2602
Maule,07,1131939,2021-08-08,2607
Ñuble,16,511551,2021-08-08,1351
Biobío,08,1663696,2021-08-08,6483
Araucanía,09,1014343,2021-08-08,2823
Los Ríos,14,405835,2021-08-08,1622
Los Lagos,10,891440,2021-08-08,3821
Aysén,11,107297,2021-08-08,597
Magallanes,12,178362,2021-08-08,446
Arica y Parinacota,15,252110,2021-08-09,1506
Tarapacá,01,382773,2021-08-09,2132
Antofagasta,02,691854,2021-08-09,4075
Atacama,03,314709,2021-08-09,1074
Coquimbo,04,836096,2021-08-09,2168
Valparaíso,05,1960170,2021-08-09,4111
Metropolitana,13,8125072,2021-08-09,18166
O’Higgins,06,991063,2021-08-09,2037
Maule,07,1131939,2021-08-09,2669
Ñuble,16,511551,2021-08-09,1310
Biobío,08,1663696,2021-08-09,6316
Araucanía,09,1014343,2021-08-09,2287
Los Ríos,14,405835,2021-08-09,1087
Los Lagos,10,891440,2021-08-09,3743
Aysén,11,107297,2021-08-09,325
Magallanes,12,178362,2021-08-09,932
Arica y Parinacota,15,252110,2021-08-10,613
Tarapacá,01,382773,2021-08-10,1677
Antofagasta,02,691854,2021-08-10,4144
Atacama,03,314709,2021-08-10,903
Coquimbo,04,836096,2021-08-10,1085
Valparaíso,05,1960170,2021-08-10,1833
Metropolitana,13,8125072,2021-08-10,9704
O’Higgins,06,991063,2021-08-10,993
Maule,07,1131939,2021-08-10,673
Ñuble,16,511551,2021-08-10,708
Biobío,08,1663696,2021-08-10,2553
Araucanía,09,1014343,2021-08-10,940
Los Ríos,14,405835,2021-08-10,655
Los Lagos,10,891440,2021-08-10,1454
Aysén,11,107297,2021-08-10,163
Magallanes,12,178362,2021-08-10,376
Arica y Parinacota,15,252110,2021-08-11,688
Tarapacá,01,382773,2021-08-11,1324
Antofagasta,02,691854,2021-08-11,1241
Atacama,03,314709,2021-08-11,287
Coquimbo,04,836096,2021-08-11,757
Valparaíso,05,1960170,2021-08-11,1997
Metropolitana,13,8125072,2021-08-11,9900
O’Higgins,06,991063,2021-08-11,710
Maule,07,1131939,2021-08-11,800
Ñuble,16,511551,2021-08-11,512
Biobío,08,1663696,2021-08-11,3838
Araucanía,09,1014343,2021-08-11,1094
Los Ríos,14,405835,2021-08-11,624
Los Lagos,10,891440,2021-08-11,1887
Aysén,11,107297,2021-08-11,280
Magallanes,12,178362,2021-08-11,395
Arica y Parinacota,15,252110,2021-08-12,1338
Tarapacá,01,382773,2021-08-12,1870
Antofagasta,02,691854,2021-08-12,2833
Atacama,03,314709,2021-08-12,1866
Coquimbo,04,836096,2021-08-12,2389
Valparaíso,05,1960170,2021-08-12,5326
Metropolitana,13,8125072,2021-08-12,20400
O’Higgins,06,991063,2021-08-12,1987
Maule,07,1131939,2021-08-12,2863
Ñuble,16,511551,2021-08-12,1450
Biobío,08,1663696,2021-08-12,6727
Araucanía,09,1014343,2021-08-12,2184
Los Ríos,14,405835,2021-08-12,1749
Los Lagos,10,891440,2021-08-12,4756
Aysén,11,107297,2021-08-12,591
Magallanes,12,178362,2021-08-12,846
Arica y Parinacota,15,252110,2021-08-13,1215
Tarapacá,01,382773,2021-08-13,1416
Antofagasta,02,691854,2021-08-13,1987
Atacama,03,314709,2021-08-13,1180
Coquimbo,04,836096,2021-08-13,1827
Valparaíso,05,1960170,2021-08-13,5236
Metropolitana,13,8125072,2021-08-13,20782
O’Higgins,06,991063,2021-08-13,2215
Maule,07,1131939,2021-08-13,3513
Ñuble,16,511551,2021-08-13,1240
Biobío,08,1663696,2021-08-13,6572
Araucanía,09,1014343,2021-08-13,2424
Los Ríos,14,405835,2021-08-13,1380
Los Lagos,10,891440,2021-08-13,3987
Aysén,11,107297,2021-08-13,403
Magallanes,12,178362,2021-08-13,811
Arica y Parinacota,15,252110,2021-08-14,1008
Tarapacá,01,382773,2021-08-14,1158
Antofagasta,02,691854,2021-08-14,1913
Atacama,03,314709,2021-08-14,1375
Coquimbo,04,836096,2021-08-14,2085
Valparaíso,05,1960170,2021-08-14,4815
Metropolitana,13,8125072,2021-08-14,19172
O’Higgins,06,991063,2021-08-14,2467
Maule,07,1131939,2021-08-14,3326
Ñuble,16,511551,2021-08-14,1669
Biobío,08,1663696,2021-08-14,5781
Araucanía,09,1014343,2021-08-14,2345
Los Ríos,14,405835,2021-08-14,1756
Los Lagos,10,891440,2021-08-14,4718
Aysén,11,107297,2021-08-14,466
Magallanes,12,178362,2021-08-14,729
Arica y Parinacota,15,252110,2021-08-15,1077
Tarapacá,01,382773,2021-08-15,1321
Antofagasta,02,691854,2021-08-15,1962
Atacama,03,314709,2021-08-15,1264
Coquimbo,04,836096,2021-08-15,2313
Valparaíso,05,1960170,2021-08-15,5050
Metropolitana,13,8125072,2021-08-15,19104
O’Higgins,06,991063,2021-08-15,2492
Maule,07,1131939,2021-08-15,3425
Ñuble,16,511551,2021-08-15,1070
Biobío,08,1663696,2021-08-15,6047
Araucanía,09,1014343,2021-08-15,2476
Los Ríos,14,405835,2021-08-15,1291
Los Lagos,10,891440,2021-08-15,4493
Aysén,11,107297,2021-08-15,542
Magallanes,12,178362,2021-08-15,646
Arica y Parinacota,15,252110,2021-08-16,1182
Tarapacá,01,382773,2021-08-16,2133
Antofagasta,02,691854,2021-08-16,4068
Atacama,03,314709,2021-08-16,1188
Coquimbo,04,836096,2021-08-16,2100
Valparaíso,05,1960170,2021-08-16,4325
Metropolitana,13,8125072,2021-08-16,17043
O’Higgins,06,991063,2021-08-16,2028
Maule,07,1131939,2021-08-16,2505
Ñuble,16,511551,2021-08-16,1334
Biobío,08,1663696,2021-08-16,5551
Araucanía,09,1014343,2021-08-16,2599
Los Ríos,14,405835,2021-08-16,996
Los Lagos,10,891440,2021-08-16,3607
Aysén,11,107297,2021-08-16,373
Magallanes,12,178362,2021-08-16,701
Arica y Parinacota,15,252110,2021-08-17,834
Tarapacá,01,382773,2021-08-17,1413
Antofagasta,02,691854,2021-08-17,4201
Atacama,03,314709,2021-08-17,666
Coquimbo,04,836096,2021-08-17,1006
Valparaíso,05,1960170,2021-08-17,1658
Metropolitana,13,8125072,2021-08-17,10896
O’Higgins,06,991063,2021-08-17,1062
Maule,07,1131939,2021-08-17,749
Ñuble,16,511551,2021-08-17,777
Biobío,08,1663696,2021-08-17,3041
Araucanía,09,1014343,2021-08-17,1027
Los Ríos,14,405835,2021-08-17,632
Los Lagos,10,891440,2021-08-17,1272
Aysén,11,107297,2021-08-17,167
Magallanes,12,178362,2021-08-17,516
Arica y Parinacota,15,252110,2021-08-18,763
Tarapacá,01,382773,2021-08-18,448
Antofagasta,02,691854,2021-08-18,1187
Atacama,03,314709,2021-08-18,289
Coquimbo,04,836096,2021-08-18,1013
Valparaíso,05,1960170,2021-08-18,2012
Metropolitana,13,8125072,2021-08-18,11273
O’Higgins,06,991063,2021-08-18,1017
Maule,07,1131939,2021-08-18,845
Ñuble,16,511551,2021-08-18,541
Biobío,08,1663696,2021-08-18,2725
Araucanía,09,1014343,2021-08-18,953
Los Ríos,14,405835,2021-08-18,571
Los Lagos,10,891440,2021-08-18,1976
Aysén,11,107297,2021-08-18,333
Magallanes,12,178362,2021-08-18,453
Arica y Parinacota,15,252110,2021-08-19,1154
Tarapacá,01,382773,2021-08-19,2509
Antofagasta,02,691854,2021-08-19,3577
Atacama,03,314709,2021-08-19,1788
Coquimbo,04,836096,2021-08-19,2281
Valparaíso,05,1960170,2021-08-19,5652
Metropolitana,13,8125072,2021-08-19,20812
O’Higgins,06,991063,2021-08-19,2151
Maule,07,1131939,2021-08-19,2987
Ñuble,16,511551,2021-08-19,1516
Biobío,08,1663696,2021-08-19,7428
Araucanía,09,1014343,2021-08-19,2222
Los Ríos,14,405835,2021-08-19,1580
Los Lagos,10,891440,2021-08-19,4786
Aysén,11,107297,2021-08-19,541
Magallanes,12,178362,2021-08-19,632
Arica y Parinacota,15,252110,2021-08-20,863
Tarapacá,01,382773,2021-08-20,1161
Antofagasta,02,691854,2021-08-20,1855
Atacama,03,314709,2021-08-20,1669
Coquimbo,04,836096,2021-08-20,2312
Valparaíso,05,1960170,2021-08-20,4932
Metropolitana,13,8125072,2021-08-20,19558
O’Higgins,06,991063,2021-08-20,2569
Maule,07,1131939,2021-08-20,3026
Ñuble,16,511551,2021-08-20,1507
Biobío,08,1663696,2021-08-20,6211
Araucanía,09,1014343,2021-08-20,2472
Los Ríos,14,405835,2021-08-20,1512
Los Lagos,10,891440,2021-08-20,4122
Aysén,11,107297,2021-08-20,435
Magallanes,12,178362,2021-08-20,824
Arica y Parinacota,15,252110,2021-08-21,863
Tarapacá,01,382773,2021-08-21,1239
Antofagasta,02,691854,2021-08-21,1976
Atacama,03,314709,2021-08-21,1280
Coquimbo,04,836096,2021-08-21,2599
Valparaíso,05,1960170,2021-08-21,4727
Metropolitana,13,8125072,2021-08-21,18998
O’Higgins,06,991063,2021-08-21,2241
Maule,07,1131939,2021-08-21,3138
Ñuble,16,511551,2021-08-21,1201
Biobío,08,1663696,2021-08-21,6840
Araucanía,09,1014343,2021-08-21,2684
Los Ríos,14,405835,2021-08-21,1273
Los Lagos,10,891440,2021-08-21,4204
Aysén,11,107297,2021-08-21,484
Magallanes,12,178362,2021-08-21,675
Arica y Parinacota,15,252110,2021-08-22,439
Tarapacá,01,382773,2021-08-22,1407
Antofagasta,02,691854,2021-08-22,2238
Atacama,03,314709,2021-08-22,950
Coquimbo,04,836096,2021-08-22,2199
Valparaíso,05,1960170,2021-08-22,4614
Metropolitana,13,8125072,2021-08-22,18049
O’Higgins,06,991063,2021-08-22,2593
Maule,07,1131939,2021-08-22,3473
Ñuble,16,511551,2021-08-22,1010
Biobío,08,1663696,2021-08-22,5817
Araucanía,09,1014343,2021-08-22,2281
Los Ríos,14,405835,2021-08-22,1522
Los Lagos,10,891440,2021-08-22,4394
Aysén,11,107297,2021-08-22,516
Magallanes,12,178362,2021-08-22,1216
Arica y Parinacota,15,252110,2021-08-23,1266
Tarapacá,01,382773,2021-08-23,2537
Antofagasta,02,691854,2021-08-23,4140
Atacama,03,314709,2021-08-23,1829
Coquimbo,04,836096,2021-08-23,2365
Valparaíso,05,1960170,2021-08-23,3498
Metropolitana,13,8125072,2021-08-23,14508
O’Higgins,06,991063,2021-08-23,2065
Maule,07,1131939,2021-08-23,3015
Ñuble,16,511551,2021-08-23,896
Biobío,08,1663696,2021-08-23,4857
Araucanía,09,1014343,2021-08-23,2174
Los Ríos,14,405835,2021-08-23,1088
Los Lagos,10,891440,2021-08-23,3345
Aysén,11,107297,2021-08-23,384
Magallanes,12,178362,2021-08-23,790
Arica y Parinacota,15,252110,2021-08-24,553
Tarapacá,01,382773,2021-08-24,1020
Antofagasta,02,691854,2021-08-24,3669
Atacama,03,314709,2021-08-24,429
Coquimbo,04,836096,2021-08-24,721
Valparaíso,05,1960170,2021-08-24,1286
Metropolitana,13,8125072,2021-08-24,10369
O’Higgins,06,991063,2021-08-24,555
Maule,07,1131939,2021-08-24,560
Ñuble,16,511551,2021-08-24,929
Biobío,08,1663696,2021-08-24,2506
Araucanía,09,1014343,2021-08-24,1262
Los Ríos,14,405835,2021-08-24,469
Los Lagos,10,891440,2021-08-24,998
Aysén,11,107297,2021-08-24,314
Magallanes,12,178362,2021-08-24,242
Arica y Parinacota,15,252110,2021-08-25,1222
Tarapacá,01,382773,2021-08-25,716
Antofagasta,02,691854,2021-08-25,1645
Atacama,03,314709,2021-08-25,1192
Coquimbo,04,836096,2021-08-25,981
Valparaíso,05,1960170,2021-08-25,2425
Metropolitana,13,8125072,2021-08-25,13100
O’Higgins,06,991063,2021-08-25,802
Maule,07,1131939,2021-08-25,1504
Ñuble,16,511551,2021-08-25,612
Biobío,08,1663696,2021-08-25,2546
Araucanía,09,1014343,2021-08-25,858
Los Ríos,14,405835,2021-08-25,810
Los Lagos,10,891440,2021-08-25,1757
Aysén,11,107297,2021-08-25,392
Magallanes,12,178362,2021-08-25,566
Arica y Parinacota,15,252110,2021-08-26,1411
Tarapacá,01,382773,2021-08-26,2444
Antofagasta,02,691854,2021-08-26,2903
Atacama,03,314709,2021-08-26,1840
Coquimbo,04,836096,2021-08-26,2084
Valparaíso,05,1960170,2021-08-26,3874
Metropolitana,13,8125072,2021-08-26,19089
O’Higgins,06,991063,2021-08-26,2051
Maule,07,1131939,2021-08-26,3390
Ñuble,16,511551,2021-08-26,1459
Biobío,08,1663696,2021-08-26,6604
Araucanía,09,1014343,2021-08-26,1927
Los Ríos,14,405835,2021-08-26,1416
Los Lagos,10,891440,2021-08-26,4859
Aysén,11,107297,2021-08-26,649
Magallanes,12,178362,2021-08-26,871
Arica y Parinacota,15,252110,2021-08-27,1062
Tarapacá,01,382773,2021-08-27,1138
Antofagasta,02,691854,2021-08-27,1439
Atacama,03,314709,2021-08-27,1403
Coquimbo,04,836096,2021-08-27,1991
Valparaíso,05,1960170,2021-08-27,3734
Metropolitana,13,8125072,2021-08-27,20134
O’Higgins,06,991063,2021-08-27,2274
Maule,07,1131939,2021-08-27,3317
Ñuble,16,511551,2021-08-27,1665
Biobío,08,1663696,2021-08-27,6675
Araucanía,09,1014343,2021-08-27,2123
Los Ríos,14,405835,2021-08-27,1386
Los Lagos,10,891440,2021-08-27,4356
Aysén,11,107297,2021-08-27,543
Magallanes,12,178362,2021-08-27,692
Arica y Parinacota,15,252110,2021-08-28,928
Tarapacá,01,382773,2021-08-28,1197
Antofagasta,02,691854,2021-08-28,1209
Atacama,03,314709,2021-08-28,760
Coquimbo,04,836096,2021-08-28,2191
Valparaíso,05,1960170,2021-08-28,4165
Metropolitana,13,8125072,2021-08-28,19231
O’Higgins,06,991063,2021-08-28,2369
Maule,07,1131939,2021-08-28,2818
Ñuble,16,511551,2021-08-28,1989
Biobío,08,1663696,2021-08-28,5223
Araucanía,09,1014343,2021-08-28,1991
Los Ríos,14,405835,2021-08-28,1238
Los Lagos,10,891440,2021-08-28,3582
Aysén,11,107297,2021-08-28,506
Magallanes,12,178362,2021-08-28,880
Arica y Parinacota,15,252110,2021-08-29,211
Tarapacá,01,382773,2021-08-29,1511
Antofagasta,02,691854,2021-08-29,2346
Atacama,03,314709,2021-08-29,1561
Coquimbo,04,836096,2021-08-29,1991
Valparaíso,05,1960170,2021-08-29,3953
Metropolitana,13,8125072,2021-08-29,17456
O’Higgins,06,991063,2021-08-29,2166
Maule,07,1131939,2021-08-29,3292
Ñuble,16,511551,2021-08-29,1693
Biobío,08,1663696,2021-08-29,5109
Araucanía,09,1014343,2021-08-29,2356
Los Ríos,14,405835,2021-08-29,1247
Los Lagos,10,891440,2021-08-29,3864
Aysén,11,107297,2021-08-29,462
Magallanes,12,178362,2021-08-29,892
Arica y Parinacota,15,252110,2021-08-30,1408
Tarapacá,01,382773,2021-08-30,2972
Antofagasta,02,691854,2021-08-30,2204
Atacama,03,314709,2021-08-30,927
Coquimbo,04,836096,2021-08-30,1988
Valparaíso,05,1960170,2021-08-30,2590
Metropolitana,13,8125072,2021-08-30,16709
O’Higgins,06,991063,2021-08-30,1745
Maule,07,1131939,2021-08-30,2073
Ñuble,16,511551,2021-08-30,1357
Biobío,08,1663696,2021-08-30,4409
Araucanía,09,1014343,2021-08-30,1809
